n,model,metric,tail_var,r,p,draws
20000,glm_hurdle,gini_exposure_weighted,top1_share,-0.30526315789473685,0.19060938739632302,20
20000,glm_hurdle,gini_exposure_weighted,sample_loss_cost,-0.3804511278195489,0.09796803970591272,20
20000,glm_hurdle,gini_exposure_weighted,cap_q995,-0.3714285714285714,0.10687070696592821,20
20000,glm_tweedie,gini_total_loss,n_above_q99,-0.10458838156702285,0.6607895597942262,20
20000,glm_tweedie,gini_total_loss,max_claim,0.17099841999172155,0.47101804865733554,20
20000,glm_tweedie,gini_total_loss,top1_share,0.14436090225563908,0.5437007991990149,20
20000,glm_tweedie,gini_total_loss,sample_loss_cost,0.1819548872180451,0.44262106677574986,20
20000,glm_tweedie,gini_total_loss,cap_q995,0.04962406015037594,0.8354138453754827,20
20000,glm_tweedie,tweedie_deviance_1.5,n_above_q99,0.04547320937696646,0.8490225205385239,20
20000,glm_tweedie,tweedie_deviance_1.5,max_claim,-0.10169509558979034,0.6696565832673751,20
20000,glm_tweedie,tweedie_deviance_1.5,top1_share,-0.10225563909774435,0.66793535735332,20
20000,glm_tweedie,tweedie_deviance_1.5,sample_loss_cost,-0.11428571428571428,0.6313917305184382,20
20000,glm_tweedie,tweedie_deviance_1.5,cap_q995,-0.08120300751879699,0.733607630478017,20
20000,glm_tweedie,calibration_ratio,n_above_q99,0.7381817655527555,0.00020243517997590687,20
20000,glm_tweedie,calibration_ratio,max_claim,0.8866305741420982,1.9339239340502494e-07,20
20000,glm_tweedie,calibration_ratio,top1_share,0.7278195488721804,0.0002752962640906018,20
20000,glm_tweedie,calibration_ratio,sample_loss_cost,0.9879699248120299,4.798484273727152e-16,20
20000,glm_tweedie,calibration_ratio,cap_q995,0.8330827067669173,5.123854828137089e-06,20
20000,glm_tweedie,gini_exposure_weighted,n_above_q99,-0.3289228811600574,0.15676529041316237,20
20000,glm_tweedie,gini_exposure_weighted,max_claim,-0.15216599488250113,0.5218891831479746,20
20000,glm_tweedie,gini_exposure_weighted,top1_share,-0.11879699248120301,0.6178918280262935,20
20000,glm_tweedie,gini_exposure_weighted,sample_loss_cost,-0.19548872180451127,0.408819089520232,20
20000,glm_tweedie,gini_exposure_weighted,cap_q995,-0.23308270676691725,0.32267802500462267,20
20000,intercept,gini_total_loss,n_above_q99,,,20
20000,intercept,gini_total_loss,max_claim,,,20
20000,intercept,gini_total_loss,top1_share,,,20
20000,intercept,gini_total_loss,sample_loss_cost,,,20
20000,intercept,gini_total_loss,cap_q995,,,20
20000,intercept,tweedie_deviance_1.5,n_above_q99,-0.7487921810740477,0.00014559021957923798,20
20000,intercept,tweedie_deviance_1.5,max_claim,-0.8836173861246229,2.421150014415167e-07,20
20000,intercept,tweedie_deviance_1.5,top1_share,-0.7172932330827068,0.00037114093366673155,20
20000,intercept,tweedie_deviance_1.5,sample_loss_cost,-0.9894736842105262,1.450570213696413e-16,20
20000,intercept,tweedie_deviance_1.5,cap_q995,-0.8270676691729323,6.884217225021654e-06,20
20000,intercept,calibration_ratio,n_above_q99,0.6987716507593846,0.0006090815680084267,20
20000,intercept,calibration_ratio,max_claim,0.9001899202207368,6.467373245926702e-08,20
20000,intercept,calibration_ratio,top1_share,0.7503759398496239,0.00013841163311276026,20
20000,intercept,calibration_ratio,sample_loss_cost,1.0,0.0,20
20000,intercept,calibration_ratio,cap_q995,0.801503759398496,2.154990269369141e-05,20
20000,intercept,gini_exposure_weighted,n_above_q99,,,20
20000,intercept,gini_exposure_weighted,max_claim,,,20
20000,intercept,gini_exposure_weighted,top1_share,,,20
20000,intercept,gini_exposure_weighted,sample_loss_cost,,,20
20000,intercept,gini_exposure_weighted,cap_q995,,,20
20000,one_over_exposure,gini_total_loss,n_above_q99,-0.29573009693039326,0.20553676507268132,20
20000,one_over_exposure,gini_total_loss,max_claim,-0.342543242328192,0.13929573790185193,20
20000,one_over_exposure,gini_total_loss,top1_share,-0.4319937006885585,0.057158910537037685,20
20000,one_over_exposure,gini_total_loss,sample_loss_cost,-0.3434388422586402,0.13819719487693727,20
20000,one_over_exposure,gini_total_loss,cap_q995,-0.23563292764830468,0.317259758533542,20
20000,one_over_exposure,tweedie_deviance_1.5,n_above_q99,-0.7336344446150589,0.00023206714529684636,20
20000,one_over_exposure,tweedie_deviance_1.5,max_claim,-0.8851239801333605,2.1655465713586082e-07,20
20000,one_over_exposure,tweedie_deviance_1.5,top1_share,-0.7203007518796991,0.0003412328956726316,20
20000,one_over_exposure,tweedie_deviance_1.5,sample_loss_cost,-0.993984962406015,9.577981441687848e-19,20
20000,one_over_exposure,tweedie_deviance_1.5,cap_q995,-0.8225563909774435,8.529183271703497e-06,20
20000,one_over_exposure,calibration_ratio,n_above_q99,0.6987716507593846,0.0006090815680084267,20
20000,one_over_exposure,calibration_ratio,max_claim,0.9001899202207368,6.467373245926702e-08,20
20000,one_over_exposure,calibration_ratio,top1_share,0.7503759398496239,0.00013841163311276026,20
20000,one_over_exposure,calibration_ratio,sample_loss_cost,1.0,0.0,20
20000,one_over_exposure,calibration_ratio,cap_q995,0.801503759398496,2.154990269369141e-05,20
20000,one_over_exposure,gini_exposure_weighted,n_above_q99,,,20
20000,one_over_exposure,gini_exposure_weighted,max_claim,,,20
20000,one_over_exposure,gini_exposure_weighted,top1_share,,,20
20000,one_over_exposure,gini_exposure_weighted,sample_loss_cost,,,20
20000,one_over_exposure,gini_exposure_weighted,cap_q995,,,20
20000,tabicl,gini_total_loss,n_above_q99,-0.19477691349800635,0.4105610313829183,20
20000,tabicl,gini_total_loss,max_claim,-0.16723193496987748,0.48098738602443425,20
20000,tabicl,gini_total_loss,top1_share,-0.18496240601503755,0.43498614362285254,20
20000,tabicl,gini_total_loss,sample_loss_cost,-0.17593984962406017,0.4580986587024854,20
20000,tabicl,gini_total_loss,cap_q995,-0.26917293233082706,0.25113145369079015,20
20000,tabicl,tweedie_deviance_1.5,n_above_q99,-0.6123725529431484,0.004103182963091784,20
20000,tabicl,tweedie_deviance_1.5,max_claim,-0.4323924805077012,0.05690428684414498,20
20000,tabicl,tweedie_deviance_1.5,top1_share,-0.28421052631578947,0.2245845982112046,20
20000,tabicl,tweedie_deviance_1.5,sample_loss_cost,-0.556390977443609,0.010841753245056889,20
20000,tabicl,tweedie_deviance_1.5,cap_q995,-0.5699248120300752,0.008703721225416197,20
20000,tabicl,calibration_ratio,n_above_q99,0.9041589797786831,4.556063984423478e-08,20
20000,tabicl,calibration_ratio,max_claim,0.6335227806741756,0.0027094609879769796,20
20000,tabicl,calibration_ratio,top1_share,0.4661654135338345,0.03829049887630505,20
20000,tabicl,calibration_ratio,sample_loss_cost,0.8285714285714285,6.401019922542657e-06,20
20000,tabicl,calibration_ratio,cap_q995,0.8917293233082706,1.3029570145042408e-07,20
20000,tabicl,gini_exposure_weighted,n_above_q99,-0.23721857558317502,0.3139185106808294,20
20000,tabicl,gini_exposure_weighted,max_claim,-0.37740179918877753,0.10091401467500838,20
20000,tabicl,gini_exposure_weighted,top1_share,-0.26917293233082706,0.25113145369079015,20
20000,tabicl,gini_exposure_weighted,sample_loss_cost,-0.37744360902255636,0.10087319118710482,20
20000,tabicl,gini_exposure_weighted,cap_q995,-0.33233082706766914,0.15225878917036062,20
20000,xgb_hurdle,gini_total_loss,n_above_q99,0.019705057396685464,0.9342833085155879,20
20000,xgb_hurdle,gini_total_loss,max_claim,-0.08813574951115166,0.7117580578895396,20
20000,xgb_hurdle,gini_total_loss,top1_share,-0.10075187969924812,0.6725564354857819,20
20000,xgb_hurdle,gini_total_loss,sample_loss_cost,0.03308270676691729,0.8898759648856192,20
20000,xgb_hurdle,gini_total_loss,cap_q995,0.08872180451127819,0.7099206278927328,20
20000,xgb_hurdle,tweedie_deviance_1.5,n_above_q99,-0.6654246305496093,0.001364950921792564,20
20000,xgb_hurdle,tweedie_deviance_1.5,max_claim,-0.259887466507242,0.26848167695856057,20
20000,xgb_hurdle,tweedie_deviance_1.5,top1_share,-0.1789473684210526,0.45032544160933985,20
20000,xgb_hurdle,tweedie_deviance_1.5,sample_loss_cost,-0.5157894736842105,0.019919763459703674,20
20000,xgb_hurdle,tweedie_deviance_1.5,cap_q995,-0.6736842105263157,0.0011280967372370519,20
20000,xgb_hurdle,calibration_ratio,n_above_q99,0.9306850185819135,2.7228278854873585e-09,20
20000,xgb_hurdle,calibration_ratio,max_claim,0.5461403281673927,0.012729423675200911,20
20000,xgb_hurdle,calibration_ratio,top1_share,0.3699248120300751,0.10840956155377549,20
20000,xgb_hurdle,calibration_ratio,sample_loss_cost,0.7744360902255639,6.119579516446203e-05,20
20000,xgb_hurdle,calibration_ratio,cap_q995,0.8661654135338346,7.968256140440846e-07,20
20000,xgb_hurdle,gini_exposure_weighted,n_above_q99,0.036378567501573165,0.8789786390353727,20
20000,xgb_hurdle,gini_exposure_weighted,max_claim,-0.173258311004828,0.46508688935581444,20
20000,xgb_hurdle,gini_exposure_weighted,top1_share,-0.11578947368421053,0.6268789936728246,20
20000,xgb_hurdle,gini_exposure_weighted,sample_loss_cost,-0.030075187969924807,0.8998365956859304,20
20000,xgb_hurdle,gini_exposure_weighted,cap_q995,0.17744360902255638,0.4542034838793192,20
20000,xgb_tweedie,gini_total_loss,n_above_q99,-0.23949223605202338,0.3091645646559839,20
20000,xgb_tweedie,gini_total_loss,max_claim,0.14161983682133766,0.5514577592779579,20
20000,xgb_tweedie,gini_total_loss,top1_share,0.1609022556390977,0.4979744144247943,20
20000,xgb_tweedie,gini_total_loss,sample_loss_cost,-0.03609022556390977,0.8799311955207729,20
20000,xgb_tweedie,gini_total_loss,cap_q995,-0.20150375939849624,0.39426050476127356,20
20000,xgb_tweedie,tweedie_deviance_1.5,n_above_q99,-0.3751539773599733,0.10312654808389919,20
20000,xgb_tweedie,tweedie_deviance_1.5,max_claim,-0.784182181547939,4.2741023741165415e-05,20
20000,xgb_tweedie,tweedie_deviance_1.5,top1_share,-0.7458646616541353,0.00015970222414751246,20
20000,xgb_tweedie,tweedie_deviance_1.5,sample_loss_cost,-0.7097744360902255,0.0004558392343877837,20
20000,xgb_tweedie,tweedie_deviance_1.5,cap_q995,-0.4526315789473684,0.045075688783048344,20
20000,xgb_tweedie,calibration_ratio,n_above_q99,0.707866292634778,0.000479774908560167,20
20000,xgb_tweedie,calibration_ratio,max_claim,0.8730712280634595,5.07812616116257e-07,20
20000,xgb_tweedie,calibration_ratio,top1_share,0.7218045112781954,0.0003270659389347301,20
20000,xgb_tweedie,calibration_ratio,sample_loss_cost,0.9428571428571428,5.009327938313909e-10,20
20000,xgb_tweedie,calibration_ratio,cap_q995,0.7699248120300751,7.183540419814863e-05,20
20000,xgb_tweedie,gini_exposure_weighted,n_above_q99,0.12429343896370833,0.6016021641374144,20
20000,xgb_tweedie,gini_exposure_weighted,max_claim,0.35630948306645066,0.12307811169281842,20
20000,xgb_tweedie,gini_exposure_weighted,top1_share,0.40751879699248117,0.0745082158554702,20
20000,xgb_tweedie,gini_exposure_weighted,sample_loss_cost,0.30075187969924805,0.19757966317255532,20
20000,xgb_tweedie,gini_exposure_weighted,cap_q995,0.15488721804511277,0.5143826800752828,20
