n,model,metric,tail_var,r,p,draws
10000,xgb_tweedie,calibration_ratio,n_above_q99,0.4480082721503289,0.047594006942325566,20
10000,xgb_tweedie,calibration_ratio,max_claim,0.6252823440522649,0.003196104137948969,20
10000,xgb_tweedie,calibration_ratio,top1_share,0.5488721804511278,0.012202217962291389,20
10000,xgb_tweedie,calibration_ratio,sample_loss_cost,0.8285714285714285,6.401019922542657e-06,20
10000,xgb_tweedie,calibration_ratio,cap_q995,0.5067669172932331,0.022588172380591846,20
10000,xgb_tweedie,gini_exposure_weighted,n_above_q99,0.29790635532731274,0.20206274585045092,20
10000,xgb_tweedie,gini_exposure_weighted,max_claim,0.2370203831245047,0.31433497713869635,20
10000,xgb_tweedie,gini_exposure_weighted,top1_share,0.18646616541353384,0.4311949104342509,20
10000,xgb_tweedie,gini_exposure_weighted,sample_loss_cost,0.18796992481203004,0.42742125802266395,20
10000,xgb_tweedie,gini_exposure_weighted,cap_q995,0.16691729323308271,0.4818249184315467,20
20000,glm_hurdle,gini_total_loss,n_above_q99,-0.11519879708831504,0.6286500863330142,20
20000,glm_hurdle,gini_total_loss,max_claim,-0.14689291585191938,0.5365798417611709,20
20000,glm_hurdle,gini_total_loss,top1_share,-0.1969924812030075,0.40515233009814555,20
20000,glm_hurdle,gini_total_loss,sample_loss_cost,-0.11127819548872178,0.6404548402871416,20
20000,glm_hurdle,gini_total_loss,cap_q995,-0.08421052631578946,0.7241036435108112,20
20000,glm_hurdle,tweedie_deviance_1.5,n_above_q99,-0.2349449151143267,0.31871612707625746,20
20000,glm_hurdle,tweedie_deviance_1.5,max_claim,-0.08738245250678282,0.7141220811737993,20
20000,glm_hurdle,tweedie_deviance_1.5,top1_share,-0.051127819548872175,0.8304946161837171,20
20000,glm_hurdle,tweedie_deviance_1.5,sample_loss_cost,-0.18646616541353384,0.4311949104342509,20
20000,glm_hurdle,tweedie_deviance_1.5,cap_q995,-0.28120300751879695,0.22974103217104475,20
20000,glm_hurdle,calibration_ratio,n_above_q99,0.9322007922278125,2.2440746174264533e-09,20
20000,glm_hurdle,calibration_ratio,max_claim,0.6056507915125292,0.004653946701869736,20
20000,glm_hurdle,calibration_ratio,top1_share,0.4496240601503759,0.046701909388062866,20
20000,glm_hurdle,calibration_ratio,sample_loss_cost,0.825563909774436,7.398824271092125e-06,20
20000,glm_hurdle,calibration_ratio,cap_q995,0.9112781954887217,2.336013177330961e-08,20
20000,glm_hurdle,gini_exposure_weighted,n_above_q99,-0.3986484688714059,0.08167806895257038,20
20000,glm_hurdle,gini_exposure_weighted,max_claim,-0.3276841969004356,0.15842591559570315,20
